,datetime,eventid,accountname,clientaddr,servicename,processname,objectname,sharename,securityid
758,2019-07-25T05:26:33.299Z,4769,win10$,::ffff:10.1.1.30,,,,,
759,2019-07-25T05:26:35.785Z,4768,win10$,::ffff:10.1.1.30,,,,,
760,2019-07-25T05:26:29.091Z,5140,win10$,10.1.1.30,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3602
761,2019-07-25T05:26:35.792Z,4769,win10$,::ffff:10.1.1.30,,,,,
762,2019-07-25T05:26:35.823Z,4769,win10$,::ffff:10.1.1.30,,,,,
763,2019-07-25T05:27:17.753Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
764,2019-07-25T05:27:17.754Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
765,2019-07-25T05:27:17.743Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
766,2019-07-25T05:27:17.753Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
767,2019-07-25T05:27:17.754Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
768,2019-07-25T05:27:34.342Z,4768,win10$,::ffff:10.1.1.30,,,,,
769,2019-07-25T05:27:34.645Z,4768,win10$,::ffff:10.1.1.30,,,,,
770,2019-07-25T05:27:34.351Z,4769,win10$,::ffff:10.1.1.30,,,,,
771,2019-07-25T05:27:34.656Z,4769,win10$,::ffff:10.1.1.30,,,,,
772,2019-07-25T05:27:34.896Z,4769,win10$,::ffff:10.1.1.30,,,,,
773,2019-07-25T05:27:35.479Z,5140,win10$,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3602
774,2019-07-25T05:27:35.685Z,4769,win10$,::ffff:10.1.1.30,,,,,
775,2019-07-25T05:27:35.690Z,4769,win10$,::ffff:10.1.1.30,,,,,
776,2019-07-25T05:27:40.439Z,4769,win10$,::ffff:10.1.1.30,,,,,
777,2019-07-25T05:27:40.443Z,4769,win10$,::ffff:10.1.1.30,,,,,
778,2019-07-25T05:27:42.936Z,4768,win10$,::ffff:10.1.1.30,,,,,
779,2019-07-25T05:27:35.695Z,5140,win10$,10.1.1.30,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3602
780,2019-07-25T05:27:42.939Z,4769,win10$,::ffff:10.1.1.30,,,,,
781,2019-07-25T05:27:43.603Z,4769,win10$,::ffff:10.1.1.30,,,,,
782,2019-07-25T05:28:32.938Z,4769,win10$,::ffff:10.1.1.30,,,,,
783,2019-07-25T05:28:32.944Z,5140,win10$,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3602
784,2019-07-25T05:28:42.568Z,4768,user01,::ffff:10.1.1.30,,,,,
785,2019-07-25T05:28:42.576Z,4769,user01,::ffff:10.1.1.30,,,,,
786,2019-07-25T05:28:42.720Z,4769,user01,::ffff:10.1.1.30,,,,,
787,2019-07-25T05:31:59.990Z,4769,filesv$,::ffff:10.1.1.21,,,,,
788,2019-07-25T05:32:17.911Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
789,2019-07-25T05:32:17.911Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
790,2019-07-25T05:32:17.882Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
791,2019-07-25T05:32:17.911Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
792,2019-07-25T05:32:17.912Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
793,2019-07-25T05:33:26.633Z,4769,win10$,::ffff:10.1.1.30,,,,,
794,2019-07-25T05:33:26.643Z,5140,win10$,10.1.1.30,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3602
795,2019-07-25T05:34:11.998Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\ipc$,s-1-5-20
796,2019-07-25T05:34:16.606Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3603
797,2019-07-25T05:34:51.441Z,5140,anonymous logon,10.1.1.30,,,,\*\ipc$,s-1-5-7
798,2019-07-25T05:34:52.531Z,5140,anonymous logon,10.1.1.30,,,,\*\ipc$,s-1-5-7
799,2019-07-25T05:35:11.437Z,4768,user01,::ffff:10.1.1.30,,,,,
800,2019-07-25T05:35:11.443Z,4769,user01,::ffff:10.1.1.30,,,,,
801,2019-07-25T05:35:11.453Z,4769,user01,::ffff:10.1.1.30,,,,,
802,2019-07-25T05:35:12.522Z,5140,user01,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-1103
803,2019-07-25T05:35:11.462Z,5140,user01,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-1103
804,2019-07-25T05:36:10.184Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
805,2019-07-25T05:36:23.597Z,4768,fsadmin,::ffff:10.1.1.21,,,,,
806,2019-07-25T05:36:23.605Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
807,2019-07-25T05:36:23.610Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
808,2019-07-25T05:36:24.451Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
809,2019-07-25T05:36:24.461Z,4769,dcadmin,::1,,,,,
810,2019-07-25T05:36:24.501Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
811,2019-07-25T05:36:24.652Z,4769,filesv$,::ffff:10.1.1.21,,,,,
812,2019-07-25T05:36:23.618Z,5140,fsadmin,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3171
813,2019-07-25T05:36:24.449Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
814,2019-07-25T05:36:24.460Z,4768,dcadmin,::1,,,,,
815,2019-07-25T05:36:24.501Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
816,2019-07-25T05:36:24.872Z,4688,dc2016$,::1,,c:\windows\system32\atbroker.exe,,,s-1-5-18
817,2019-07-25T05:36:25.219Z,4688,dc2016$,::1,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
818,2019-07-25T05:36:29.395Z,4673,dcadmin,::1,,c:\windows\explorer.exe,,,
819,2019-07-25T05:36:25.236Z,4688,dc2016$,::1,,c:\windows\system32\dllhost.exe,,,s-1-5-18
820,2019-07-25T05:36:33.621Z,4688,dc2016$,::1,,c:\windows\system32\consent.exe,,,s-1-5-18
821,2019-07-25T05:36:33.549Z,4688,dcadmin,::1,,c:\windows\system32\mmc.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
822,2019-07-25T05:36:33.765Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
823,2019-07-25T05:36:33.635Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
824,2019-07-25T05:36:33.772Z,4688,dc2016$,::1,,c:\windows\system32\dllhost.exe,,,s-1-5-18
825,2019-07-25T05:36:33.718Z,4688,dc2016$,::1,,c:\windows\system32\dllhost.exe,,,s-1-5-18
826,2019-07-25T05:36:33.816Z,4688,dc2016$,::1,,c:\windows\system32\mmc.exe,,,s-1-5-18
827,2019-07-25T05:36:42.009Z,4688,dc2016$,::1,,c:\windows\system32\musnotification.exe,,,s-1-5-18
828,2019-07-25T05:36:42.515Z,4688,dc2016$,::1,,c:\windows\system32\musnotification.exe,,,s-1-5-18
829,2019-07-25T05:36:42.600Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
830,2019-07-25T05:36:42.637Z,4688,dc2016$,::1,,c:\windows\system32\musnotificationux.exe,,,s-1-5-18
831,2019-07-25T05:36:45.435Z,4688,dc2016$,::1,,c:\windows\system32\applicationframehost.exe,,,s-1-5-18
832,2019-07-25T05:36:45.540Z,4688,dc2016$,::1,,c:\windows\immersivecontrolpanel\systemsettings.exe,,,s-1-5-18
833,2019-07-25T05:36:54.853Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
834,2019-07-25T05:37:18.066Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
835,2019-07-25T05:37:18.066Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
836,2019-07-25T05:37:18.037Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
837,2019-07-25T05:37:18.066Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
838,2019-07-25T05:37:18.067Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
839,2019-07-25T05:37:39.926Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
840,2019-07-25T05:37:57.096Z,4768,user02,::ffff:10.1.1.30,,,,,
841,2019-07-25T05:37:57.103Z,4769,user02,::ffff:10.1.1.30,,,,,
842,2019-07-25T05:37:57.143Z,4769,user02,::ffff:10.1.1.30,,,,,
843,2019-07-25T05:37:57.106Z,4769,user02,::ffff:10.1.1.30,,,,,
844,2019-07-25T05:37:57.111Z,5140,user02,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3102
845,2019-07-25T05:37:57.139Z,4768,user02,::ffff:10.1.1.30,,,,,
846,2019-07-25T05:38:12.279Z,4768,user02,::ffff:10.1.1.30,,,,,
847,2019-07-25T05:38:12.285Z,4769,user02,::ffff:10.1.1.30,,,,,
848,2019-07-25T05:38:12.289Z,4769,user02,::ffff:10.1.1.30,,,,,
849,2019-07-25T05:38:16.022Z,4768,win10$,::ffff:10.1.1.30,,,,,
850,2019-07-25T05:38:16.027Z,4769,win10$,::ffff:10.1.1.30,,,,,
851,2019-07-25T05:38:12.294Z,5140,user02,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3102
852,2019-07-25T05:38:12.485Z,4768,win10$,::ffff:10.1.1.30,,,,,
853,2019-07-25T05:38:12.489Z,4769,win10$,::ffff:10.1.1.30,,,,,
854,2019-07-25T05:38:12.494Z,4769,win10$,::ffff:10.1.1.30,,,,,
855,2019-07-25T05:38:12.500Z,5140,win10$,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3604
856,2019-07-25T05:39:00.848Z,4768,win10$,::ffff:10.1.1.30,,,,,
857,2019-07-25T05:39:00.836Z,4768,win10$,::ffff:10.1.1.30,,,,,
858,2019-07-25T05:39:00.863Z,4769,win10$,::ffff:10.1.1.30,,,,,
859,2019-07-25T05:39:00.852Z,4769,win10$,::ffff:10.1.1.30,,,,,
860,2019-07-25T05:39:00.867Z,4768,win10$,::ffff:10.1.1.30,,,,,
861,2019-07-25T05:39:00.853Z,4769,win10$,::ffff:10.1.1.30,,,,,
862,2019-07-25T05:39:00.857Z,4769,win10$,::ffff:10.1.1.30,,,,,
863,2019-07-25T05:39:00.862Z,4768,win10$,::ffff:10.1.1.30,,,,,
864,2019-07-25T05:39:00.872Z,5140,win10$,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3604
865,2019-07-25T05:39:00.867Z,4769,win10$,::ffff:10.1.1.30,,,,,
866,2019-07-25T05:39:00.872Z,4768,win10$,::ffff:10.1.1.30,,,,,
867,2019-07-25T05:39:00.993Z,4769,win10$,::ffff:10.1.1.30,,,,,
868,2019-07-25T05:39:00.877Z,4769,win10$,::ffff:10.1.1.30,,,,,
869,2019-07-25T05:39:01.183Z,4769,win10$,::ffff:10.1.1.30,,,,,
870,2019-07-25T05:39:01.176Z,4769,win10$,::ffff:10.1.1.30,,,,,
871,2019-07-25T05:39:03.065Z,4769,win10$,::ffff:10.1.1.30,,,,,
872,2019-07-25T05:39:04.221Z,4768,win10$,::ffff:10.1.1.30,,,,,
873,2019-07-25T05:39:04.227Z,4769,win10$,::ffff:10.1.1.30,,,,,
874,2019-07-25T05:39:05.235Z,4768,win10$,::ffff:10.1.1.30,,,,,
875,2019-07-25T05:39:01.189Z,5140,win10$,10.1.1.30,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3604
876,2019-07-25T05:39:05.238Z,4769,win10$,::ffff:10.1.1.30,,,,,
877,2019-07-25T05:39:20.332Z,5140,anonymous logon,10.1.1.30,,,,\*\ipc$,s-1-5-7
878,2019-07-25T05:40:07.093Z,5140,anonymous logon,10.1.1.21,,,,\*\ipc$,s-1-5-7
879,2019-07-25T05:40:44.165Z,4688,dc2016$,::1,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
880,2019-07-25T05:40:44.169Z,4688,dc2016$,::1,,c:\windows\system32\rundll32.exe,,,s-1-5-18
881,2019-07-25T05:40:44.362Z,4688,dc2016$,::1,,c:\windows\system32\dllhost.exe,,,s-1-5-18
882,2019-07-25T05:41:16.667Z,4768,fsadmin,::ffff:10.1.1.21,,,,,
883,2019-07-25T05:41:16.671Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
884,2019-07-25T05:41:16.674Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
885,2019-07-25T05:41:16.705Z,4768,fsadmin,::ffff:10.1.1.21,,,,,
886,2019-07-25T05:41:16.680Z,5140,fsadmin,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3171
887,2019-07-25T05:41:16.709Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
888,2019-07-25T05:41:24.608Z,4768,filesv$,::ffff:10.1.1.21,,,,,
889,2019-07-25T05:41:24.613Z,4769,filesv$,::ffff:10.1.1.21,,,,,
890,2019-07-25T05:41:24.616Z,4769,filesv$,::ffff:10.1.1.21,,,,,
891,2019-07-25T05:41:24.622Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3605
892,2019-07-25T05:41:28.001Z,4768,filesv$,::ffff:10.1.1.21,,,,,
893,2019-07-25T05:41:28.007Z,4769,filesv$,::ffff:10.1.1.21,,,,,
894,2019-07-25T05:41:28.621Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
895,2019-07-25T05:41:50.118Z,4768,filesv$,::ffff:10.1.1.21,,,,,
896,2019-07-25T05:41:50.124Z,4769,filesv$,::ffff:10.1.1.21,,,,,
897,2019-07-25T05:41:50.323Z,4768,filesv$,::ffff:10.1.1.21,,,,,
898,2019-07-25T05:41:51.248Z,4769,filesv$,::ffff:10.1.1.21,,,,,
899,2019-07-25T05:41:50.329Z,4769,filesv$,::ffff:10.1.1.21,,,,,
900,2019-07-25T05:41:51.264Z,4769,filesv$,::ffff:10.1.1.21,,,,,
901,2019-07-25T05:41:50.718Z,4769,filesv$,::ffff:10.1.1.21,,,,,
902,2019-07-25T05:41:55.923Z,4768,filesv$,::ffff:10.1.1.21,,,,,
903,2019-07-25T05:41:55.927Z,4769,filesv$,::ffff:10.1.1.21,,,,,
904,2019-07-25T05:41:51.289Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3605
905,2019-07-25T05:41:51.327Z,4769,filesv$,::ffff:10.1.1.21,,,,,
906,2019-07-25T05:41:51.330Z,4769,filesv$,::ffff:10.1.1.21,,,,,
907,2019-07-25T05:41:59.037Z,4768,filesv$,::ffff:10.1.1.21,,,,,
908,2019-07-25T05:41:59.041Z,4769,filesv$,::ffff:10.1.1.21,,,,,
909,2019-07-25T05:41:51.338Z,5140,filesv$,10.1.1.21,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3605
910,2019-07-25T05:42:18.234Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
911,2019-07-25T05:42:18.234Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
912,2019-07-25T05:42:18.234Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
913,2019-07-25T05:42:18.235Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
914,2019-07-25T05:42:18.223Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
915,2019-07-25T05:42:48.970Z,4769,filesv$,::ffff:10.1.1.21,,,,,
916,2019-07-25T05:42:48.974Z,4769,filesv$,::ffff:10.1.1.21,,,,,
917,2019-07-25T05:42:48.981Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3605
918,2019-07-25T05:43:50.356Z,4769,filesv$,::ffff:10.1.1.21,,,,,
919,2019-07-25T05:46:22.877Z,4768,fsadmin,::ffff:10.1.1.21,,,,,
920,2019-07-25T05:46:22.882Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
921,2019-07-25T05:47:18.364Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
922,2019-07-25T05:47:18.364Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
923,2019-07-25T05:47:18.353Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
924,2019-07-25T05:47:18.364Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
925,2019-07-25T05:47:18.364Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
926,2019-07-25T05:47:39.953Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
927,2019-07-25T05:47:39.951Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\ipc$,s-1-5-18
928,2019-07-25T05:47:47.584Z,4688,dc2016$,::1,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
929,2019-07-25T05:47:47.497Z,4688,dc2016$,::1,,c:\windows\system32\logonui.exe,,,s-1-5-18
930,2019-07-25T05:47:47.600Z,4688,dc2016$,::1,,c:\windows\system32\lockapphost.exe,,,s-1-5-18
931,2019-07-25T05:47:47.830Z,4688,dc2016$,::1,,c:\windows\systemapps\microsoft.lockapp_cw5n1h2txyewy\lockapp.exe,,,s-1-5-18
932,2019-07-25T05:47:47.813Z,4673,dcadmin,::1,,c:\windows\system32\svchost.exe,,,
933,2019-07-25T05:49:12.009Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\ipc$,s-1-5-20
934,2019-07-25T05:52:18.490Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
935,2019-07-25T05:52:18.502Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
936,2019-07-25T05:52:18.502Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
937,2019-07-25T05:52:18.502Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
938,2019-07-25T05:52:18.502Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
939,2019-07-25T05:54:00.893Z,5140,win10$,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3604
940,2019-07-25T05:55:55.692Z,4768,user02,::ffff:10.1.1.30,,,,,
941,2019-07-25T05:55:55.702Z,4769,user02,::ffff:10.1.1.30,,,,,
942,2019-07-25T06:01:59.570Z,4768,fsadmin,::ffff:10.1.1.21,,,,,
943,2019-07-25T06:01:59.578Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
944,2019-07-25T06:02:01.185Z,4768,fsadmin,::ffff:10.1.1.21,,,,,
945,2019-07-25T06:01:59.697Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
946,2019-07-25T06:02:01.189Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
947,2019-07-25T06:02:00.258Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
948,2019-07-25T06:02:01.199Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
949,2019-07-25T06:02:00.401Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
950,2019-07-25T06:02:00.405Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
951,2019-07-25T06:02:01.209Z,5140,fsadmin,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3171
952,2019-07-25T06:02:01.220Z,4769,fsadmin,::ffff:10.1.1.21,,,,,
953,2019-07-25T06:02:00.412Z,5140,fsadmin,10.1.1.21,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3171
954,2019-07-25T06:02:12.043Z,4688,dc2016$,::1,,c:\windows\system32\conhost.exe,,,s-1-5-18
955,2019-07-25T06:02:12.016Z,4688,dc2016$,::1,,c:\windows\system32\sc.exe,,,s-1-5-18
956,2019-07-25T06:02:19.377Z,4768,user02,::ffff:10.1.1.30,,,,,
957,2019-07-25T06:02:19.695Z,4769,user02,::ffff:10.1.1.30,,,,,
958,2019-07-25T06:02:19.398Z,4769,user02,::ffff:10.1.1.30,,,,,
959,2019-07-25T06:02:19.636Z,4768,user02,::ffff:10.1.1.30,,,,,
960,2019-07-25T06:02:19.642Z,4769,user02,::ffff:10.1.1.30,,,,,
961,2019-07-25T06:02:19.698Z,4769,user02,::ffff:10.1.1.30,,,,,
962,2019-07-25T06:02:19.703Z,5140,user02,10.1.1.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3102
963,2019-07-25T06:02:20.149Z,4769,user02,::ffff:10.1.1.30,,,,,
964,2019-07-25T06:02:19.706Z,5140,user02,10.1.1.30,,,,\*\netlogon,s-1-5-21-388095587-3916525220-2479421359-3102
965,2019-07-25T06:02:48.381Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
966,2019-07-25T06:02:48.381Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
967,2019-07-25T06:02:48.370Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
968,2019-07-25T06:02:48.381Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
969,2019-07-25T06:02:48.382Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
970,2019-07-25T06:03:09.729Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
971,2019-07-25T06:03:18.822Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3605
972,2019-07-25T06:05:05.839Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
973,2019-07-25T06:05:05.850Z,4768,dcadmin,::1,,,,,
974,2019-07-25T06:05:05.853Z,4769,dcadmin,::1,,,,,
975,2019-07-25T06:05:05.862Z,4768,dcadmin,::1,,,,,
976,2019-07-25T06:05:05.935Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
977,2019-07-25T06:05:05.993Z,4688,dc2016$,::1,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
978,2019-07-25T06:05:06.021Z,4688,dc2016$,::1,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
979,2019-07-25T06:05:14.222Z,4688,dcadmin,::1,,c:\windows\system32\mmc.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
980,2019-07-25T06:05:14.382Z,4688,dc2016$,::1,,c:\windows\system32\dllhost.exe,,,s-1-5-18
981,2019-07-25T06:05:14.269Z,4688,dc2016$,::1,,c:\windows\system32\consent.exe,,,s-1-5-18
982,2019-07-25T06:05:14.277Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
983,2019-07-25T06:05:14.375Z,4673,dc2016$,::1,,c:\windows\system32\lsass.exe,,,
984,2019-07-25T06:05:14.405Z,4688,dc2016$,::1,,c:\windows\system32\mmc.exe,,,s-1-5-18
985,2019-07-25T06:05:48.708Z,4769,filesv$,::ffff:10.1.1.21,,,,,
986,2019-07-25T06:05:47.675Z,5140,fsadmin,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3171
987,2019-07-25T06:06:37.226Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
988,2019-07-25T06:06:52.838Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
989,2019-07-25T06:07:48.523Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
990,2019-07-25T06:07:48.523Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
991,2019-07-25T06:07:48.523Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
992,2019-07-25T06:07:48.523Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
993,2019-07-25T06:07:49.169Z,4769,dcadmin,::1,,,,,
994,2019-07-25T06:07:48.509Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\sysvol,s-1-5-18
995,2019-07-25T06:09:41.784Z,5140,dc2016$,fe80::3531:95a5:3a80:6a3d,,,,\*\ipc$,s-1-5-20
996,2019-07-25T06:09:56.815Z,4768,fileadmin,::ffff:10.1.1.21,,,,,
997,2019-07-25T06:09:56.826Z,4769,fileadmin,::ffff:10.1.1.21,,,,,
998,2019-07-25T06:09:56.833Z,4769,fileadmin,::ffff:10.1.1.21,,,,,
999,2019-07-25T06:09:56.873Z,4768,fileadmin,::ffff:10.1.1.21,,,,,
1000,2019-07-25T06:09:56.840Z,5140,fileadmin,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3606
1001,2019-07-25T06:09:56.878Z,4769,fileadmin,::ffff:10.1.1.21,,,,,
1002,2019-07-25T06:10:04.761Z,4768,filesv$,::ffff:10.1.1.21,,,,,
1003,2019-07-25T06:10:04.769Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1004,2019-07-25T06:10:08.129Z,4768,filesv$,::ffff:10.1.1.21,,,,,
1005,2019-07-25T06:10:08.135Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1006,2019-07-25T06:10:04.774Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3607
1007,2019-07-25T06:10:12.257Z,4769,fileadmin,::ffff:10.1.1.21,,,,,
1008,2019-07-25T06:10:58.863Z,4768,filesv$,::ffff:10.1.1.21,,,,,
1009,2019-07-25T06:10:58.869Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1010,2019-07-25T06:10:59.012Z,4768,filesv$,::ffff:10.1.1.21,,,,,
1011,2019-07-25T06:10:59.930Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1012,2019-07-25T06:10:59.019Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1013,2019-07-25T06:10:59.945Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1014,2019-07-25T06:11:03.578Z,4768,filesv$,::ffff:10.1.1.21,,,,,
1015,2019-07-25T06:11:03.584Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1016,2019-07-25T06:11:00.072Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3607
1017,2019-07-25T06:11:00.091Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1018,2019-07-25T06:11:07.743Z,4768,filesv$,::ffff:10.1.1.21,,,,,
1019,2019-07-25T06:11:00.094Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1020,2019-07-25T06:11:07.750Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1021,2019-07-25T06:11:00.098Z,5140,filesv$,10.1.1.21,,,,\*\sysvol,s-1-5-21-388095587-3916525220-2479421359-3607
1022,2019-07-25T06:11:57.631Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1023,2019-07-25T06:11:57.637Z,4769,filesv$,::ffff:10.1.1.21,,,,,
1024,2019-07-25T06:11:57.665Z,5140,filesv$,10.1.1.21,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3607
1025,2019-07-25T06:12:48.644Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1026,2019-07-25T06:12:48.644Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1027,2019-07-25T06:12:48.644Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
